"logFC","AveExpr","t","P.Value","adj.P.Val","B","Gene","Significance"
1.48946117162706,7.24150927550559,4.37651306129856,1.76296048308832e-05,0.000499833158030492,2.61183382005639,"PLA2G7","Upregulated"
1.38790035874367,7.15969444125072,4.36975432823321,1.81446055060076e-05,0.000510010533141835,2.58504888181279,"CA2","Upregulated"
1.29594876032765,4.31733918749111,4.36533617924616,1.84890180649478e-05,0.000515260332918398,2.56755885910091,"ADAMTS1","Upregulated"
-1.04034617296087,4.94959839623422,-4.35365879267063,1.94297382215131e-05,0.00053754825938116,2.5214048225863,"CLCA4","Downregulated"
-1.07289910161912,5.07843652400633,-4.34310869484189,2.0318930644456e-05,0.000556053999021706,2.4797974275867,"PITX1","Downregulated"
1.07057670006424,4.55945675562367,4.33495121629354,2.10330517649832e-05,0.000570185099979638,2.44768538245559,"LOC100132891","Upregulated"
-1.38735328795317,6.77678148009333,-4.31537128898459,2.28465132667065e-05,0.000602916059448956,2.37082020206711,"KRT5","Downregulated"
-1.76242795918084,6.67217027471722,-4.29039673029019,2.53775660785196e-05,0.00064875833729221,2.27321140487273,"LOC101928620","Downregulated"
1.4869808932226,6.85860943237358,4.28368940310088,2.61017456578182e-05,0.000658443153970099,2.2470800210004,"SFTPA1","Upregulated"
1.09786520761696,7.8922677074539,4.27887567639482,2.66336173572539e-05,0.000666714622684868,2.22834770631511,"LY96","Upregulated"
-1.05005741049753,6.84606699394971,-4.26369635012871,2.83795236628612e-05,0.00069744736993154,2.1693971897761,"CCNO","Downregulated"
-1.24185538805261,6.90693011886722,-4.25822036819699,2.90358204415996e-05,0.000707496881473695,2.14817497985697,"EHF","Downregulated"
1.13729371635963,7.49941732031532,4.24817520916486,3.02776417893754e-05,0.000731439035840939,2.10930607868986,"CYBB","Upregulated"
-1.12765859991023,6.49002209836172,-4.21382040628078,3.49198408824261e-05,0.00081527138713256,1.97697270387141,"LYPD6B","Downregulated"
1.14014768266218,7.42668822213603,4.21132317793958,3.52825592933993e-05,0.000821225795150534,1.96738971273689,"CD36","Upregulated"
-1.04216442214679,8.0170214790177,-4.19686885815908,3.74537641471087e-05,0.000854119775174115,1.91201861531106,"MYB","Downregulated"
1.16999237213962,5.08438676629179,4.18580127665012,3.92018880373877e-05,0.000882814171550621,1.86973283360513,"COL6A2","Upregulated"
1.06331544532338,6.72136840098283,4.17447157226264,4.10719570053862e-05,0.000914130716228829,1.82654586899415,"ITGA5","Upregulated"
-1.03823005456171,5.67573092387013,-4.16889681402358,4.20230859136689e-05,0.00092437454403584,1.80533309639428,"FRMPD2","Downregulated"
1.00769050038758,4.96122683857489,4.13636785640251,4.80060541897495e-05,0.0010160763365971,1.68204686216569,"CCL7","Upregulated"
1.01368269947432,7.75576197156064,4.12157564505419,5.09878277886654e-05,0.00106151182875766,1.62626160627152,"MS4A4A","Upregulated"
-1.29665040556144,6.29608087343804,-4.09452301670999,5.69034293502426e-05,0.00116349460548128,1.5246896704589,"UGT2A1","Downregulated"
1.00820418215275,6.549866122106,4.07603945873522,6.1315274903116e-05,0.00122203265660566,1.45562684662184,"ZEB2","Upregulated"
-1.11129705351355,6.59887868912407,-4.07520835260537,6.15211144518956e-05,0.00122400269448641,1.45252787416482,"SMIM5","Downregulated"
1.21411997823442,7.07751898820711,4.05480235694343,6.67864302869669e-05,0.00129717616720357,1.37661267552808,"CPM","Upregulated"
-1.2820057975714,7.78699925324401,-4.05205815092534,6.75264075122585e-05,0.00130160421556906,1.36642899572782,"ENPP5","Downregulated"
1.07800211613547,5.99805681535329,4.03786921483789,7.1478620102615e-05,0.00135338527321082,1.31387048127097,"PHACTR1","Upregulated"
-1.0662079707881,6.42369368612181,-4.00152340190601,8.26310152017691e-05,0.00150931883978155,1.17997591828156,"CNTD1","Downregulated"
-1.47501880118319,6.78306812811235,-3.99933338619724,8.33533182316712e-05,0.00151479262997668,1.17194203789496,"SERPINB11","Downregulated"
-1.15994276257612,6.93027447545108,-3.96402696956553,9.58594567096768e-05,0.0016642101968518,1.04295708656376,"VWA3B","Downregulated"
-1.0219568290089,6.130553852217,-3.9639823061913,9.58763512285922e-05,0.0016642101968518,1.04279455491707,"SLC23A1","Downregulated"
-1.01560000857136,6.25882007918644,-3.95132081252124,0.000100781479006366,0.0017210108200549,0.996783931387002,"HS3ST6","Downregulated"
1.1928720809701,6.64527308744919,3.93865414137507,0.000105926430610312,0.00177435753260937,0.950884246792082,"TFEC","Upregulated"
-1.14861790813397,5.90129155521732,-3.92193328461995,0.000113100734931063,0.00185368539772402,0.890492578664608,"RP11-999E24.3","Downregulated"
-1.02356297322342,6.27481482111982,-3.91943893041443,0.000114209700016296,0.00186385016859691,0.881503007660913,"LOC100101148","Downregulated"
1.51136754599886,5.80163463203328,3.90982053500488,0.000118583287003138,0.00191204059663974,0.84688589692981,"SFTPC","Upregulated"
-1.33906952204677,6.27827002494848,-3.87408464481801,0.000136264869030297,0.00211803002949266,0.718929161781654,"TEX26","Downregulated"
-1.25574502125621,6.62945638746647,-3.87022038969503,0.000138319938894945,0.00213835148778132,0.705155000754732,"SLITRK6","Downregulated"
-1.0161324074309,5.74261128889688,-3.86311771038477,0.000142174074231072,0.00218025658070169,0.679869204415792,"RASSF10","Downregulated"
1.17443514251296,6.01340931458236,3.83260937438144,0.000159915883812294,0.00237281155747424,0.571726685832703,"CRTAM","Upregulated"
-1.16969222358814,6.60522897249801,-3.82616393016726,0.000163923250061691,0.00239664027581541,0.548976932945584,"CLCA2","Downregulated"
-1.11043236890269,7.80235092547894,-3.81431147743749,0.000171541623772743,0.00246537208035198,0.507231433854592,"CCDC170","Downregulated"
-1.04657157715401,5.66396265993471,-3.78247226181344,0.000193699593062942,0.00266817982497298,0.395660794832429,"FHOD3","Downregulated"
1.03915571180493,4.63506839710634,3.76209920059672,0.00020926911318066,0.00281486026429953,0.324706586885184,"COL3A1","Upregulated"
-1.05968505547126,6.7255988845695,-3.74661632662846,0.000221884318337883,0.00293565262675737,0.271012121480993,"PRR18","Downregulated"
-1.20612351310391,6.789538209833,-3.74574907039392,0.000222611770429372,0.00293565262675737,0.268010326577477,"APOBEC4","Downregulated"
1.11422003326325,4.25486085948422,3.74394265470457,0.000224134223866193,0.00295232644908376,0.261759852251997,"C7","Upregulated"
-1.12391564639127,5.43825200393331,-3.73655656050701,0.000230462129717794,0.00302176133406483,0.236230833519957,"SERPINB4","Downregulated"
-1.2132991024482,7.65087009535724,-3.72039247801427,0.000244903685744379,0.00315328999990512,0.180518985122143,"CP","Downregulated"
-1.15451315663989,7.42660618952632,-3.72015068661922,0.000245126056927375,0.00315437805539839,0.179687254140156,"TTLL9","Downregulated"
-1.27729531849908,6.32621103188556,-3.7155112685281,0.000249429922995921,0.00318378785807847,0.163737615939101,"RBM20","Downregulated"
1.01572710416743,7.30805978376252,3.70644024256673,0.000258051648878453,0.00326922576209247,0.132604170109784,"SPARC","Upregulated"
-1.18346023814907,8.4789465645673,-3.68926795527888,0.000275148527449511,0.00340475841430222,0.0738521487377017,"CCDC17","Downregulated"
-1.00462622375191,6.20911534665902,-3.65917556169262,0.000307711318064621,0.00368223585633814,-0.0285143339293823,"LOC100652824","Downregulated"
-1.10340796286607,6.27741457743787,-3.6425978150756,0.000327167290223061,0.00384270410693205,-0.0845862623951934,"SLC16A9","Downregulated"
1.04812635332809,6.97748285171304,3.62440679346141,0.000349846667642233,0.00397639928249096,-0.145851755578902,"PPARG","Upregulated"
-1.25778220251041,6.56255685946131,-3.62169879726906,0.00035334670257683,0.00400623020562828,-0.154948439476583,"CLDN8","Downregulated"
-1.19161014542404,7.74900060488264,-3.60219306575641,0.000379547868092518,0.00420168883207682,-0.220291309764857,"FANK1","Downregulated"
-1.16664162465604,6.12995762715731,-3.58290859888508,0.000407239219809711,0.0044222275032018,-0.284580687514099,"ANKFN1","Downregulated"
1.01450203786152,7.50333995587204,3.57224159165255,0.000423360837667658,0.00453984367996332,-0.320008143130514,"LPL","Upregulated"
-1.01150928394409,6.68572875601053,-3.56344927692107,0.000437097859449616,0.00463578611775148,-0.349137732921356,"DLL1","Downregulated"
1.06184870059827,6.27420530139216,3.55525441659733,0.000450277303429026,0.00472702114113572,-0.37622960654052,"LILRB1","Upregulated"
-1.14090986435735,6.9488118157001,-3.54750947914411,0.000463075260345128,0.00482255892430429,-0.40178231027173,"C1orf158","Downregulated"
-1.02984167623569,6.97640216070149,-3.53233139705921,0.000489152093005984,0.00503454785783936,-0.451713069065603,"LTF","Downregulated"
-1.05315380760187,7.09903594327556,-3.53029915911938,0.000492746372419145,0.00505776114033111,-0.458383762063435,"FGFR3","Downregulated"
-1.22347836150525,6.12636225557759,-3.5157088188636,0.000519287959066056,0.00524098301871697,-0.506173728748811,"LINC01207","Downregulated"
-1.16634999099308,7.47663032729647,-3.47989522665073,0.000590228823635298,0.00571808237487097,-0.622719841307234,"MUC5B","Downregulated"
-1.05596616717913,8.80978300146106,-3.47091210927038,0.000609395370833584,0.00584419013307887,-0.651783464632139,"TSPAN6","Downregulated"
-1.38347506317062,6.68396772970645,-3.45190486810781,0.000651886070043316,0.00608285207283486,-0.71305409518858,"GABRP","Downregulated"
-1.00579566345971,6.50368132767793,-3.44866468243437,0.000659400362980589,0.00613248886994558,-0.723468503275113,"LINC00326","Downregulated"
-1.0046110231297,5.66905996860777,-3.44527461482013,0.000667348921721823,0.0061717636738057,-0.734355146825758,"DMRT3","Downregulated"
-1.02825377415007,6.60899657415871,-3.42410228516864,0.000719053752929893,0.00652078869085848,-0.802126489489788,"KRT15","Downregulated"
-1.23707607498648,6.75457977095085,-3.38438859029403,0.000826277468873397,0.00714371967092922,-0.928222399885646,"PTPRZ1","Downregulated"
-1.13664501314994,6.85277251923403,-3.35556033136697,0.000913264932896669,0.00763166605722271,-1.01891586141419,"LOC728196","Downregulated"
-1.08908434539781,7.80855382866483,-3.34356044668795,0.000951930700252544,0.00785154088744709,-1.05645870682709,"OSBPL6","Downregulated"
-1.30807766919642,7.49792311963544,-3.33702115133403,0.000973638272998965,0.00798167097320542,-1.07686584342895,"AGBL2","Downregulated"
-1.06371152525324,6.56296650279504,-3.32485701798136,0.00101524934440847,0.00817327689035878,-1.1147292616936,"TMPRSS3","Downregulated"
1.08963060551203,6.03702232211583,3.31909338750321,0.00103553841473361,0.00828720494197448,-1.13262563616247,"HK3","Upregulated"
-1.03738040912841,6.99296668457404,-3.3113320825622,0.00106345634713876,0.00843977843306794,-1.15668002717623,"OXTR","Downregulated"
-1.14821167761578,7.91803970175997,-3.30009848526625,0.00110510677632897,0.00868298181401333,-1.19140473041978,"SLC27A2","Downregulated"
-1.19232281851815,7.72023678327596,-3.29956364104265,0.00110712714785319,0.00869288577312316,-1.19305531916459,"C12orf75","Downregulated"
-1.10510388753277,6.15262043992765,-3.26543337207504,0.00124339375388807,0.00944737792636668,-1.29787821558393,"WDR49","Downregulated"
-1.08545528541253,6.17997674336489,-3.24090633603023,0.00135076812820674,0.00992790709070676,-1.37258973364663,"RYR3","Downregulated"
-1.04631868030439,8.2109394658842,-3.2260803251877,0.00141978184059001,0.0102572177179348,-1.41750022458039,"FAM179A","Downregulated"
-1.25036301042498,7.72826744735672,-3.21626068749661,0.00146727632708959,0.0104877483173414,-1.44714138251252,"SPAG6","Downregulated"
-1.29123936163853,7.81738531307344,-3.21058203219735,0.00149541006106628,0.0106422961733115,-1.46424482303942,"C11orf88","Downregulated"
-1.21294368248525,7.01039606127557,-3.20225738558965,0.00153755742248528,0.0108306627315852,-1.48926742415337,"C1orf87","Downregulated"
-1.21667039024602,6.9744556974112,-3.19717492209741,0.00156382803796765,0.0109587704467687,-1.50451513442578,"ALOX15","Downregulated"
-1.23465310840061,8.02912811659771,-3.15501895285619,0.00179829977882516,0.0120710401493464,-1.63012558238055,"MORN5","Downregulated"
-1.10966834542649,6.70704535041883,-3.13625228935386,0.00191279537295852,0.0126226673003309,-1.68554920765673,"RTDR1","Downregulated"
-1.20220034781815,7.01260609168563,-3.12595688888852,0.00197843234016421,0.012925908607355,-1.71582495170129,"MAP3K19","Downregulated"
-1.17220116297475,7.76897746227181,-3.10918997994415,0.00208979359437381,0.0134009185648186,-1.7649346048612,"WDR38","Downregulated"
-1.24374404524599,7.42220500124364,-3.09546444076574,0.00218522932465872,0.0137925646753632,-1.80495440546105,"ARMC3","Downregulated"
-1.35487032378112,7.842683230141,-3.068074230353,0.00238779557385882,0.0147417060793011,-1.88432665718036,"CHST9","Downregulated"
-1.24497550007295,7.32424656636259,-3.06764877902169,0.00239107417796877,0.0147500073313361,-1.88555439092926,"MUC16","Downregulated"
-1.15816429023113,7.32393320440921,-3.06575489634575,0.00240571913539181,0.014812393384759,-1.89101769343058,"DNAI1","Downregulated"
-1.21463832665332,7.94028997499253,-3.06492197357014,0.00241218604641762,0.0148399589083537,-1.89341944439836,"CCDC113","Downregulated"
-1.12898365197365,7.06089637199563,-3.05524866009669,0.00248847216159389,0.0151351641867335,-1.92126835121101,"PACRG","Downregulated"
-1.37632170349375,7.178006365705,-3.05443663349202,0.00249497597233297,0.015158005907323,-1.92360241589368,"CATSPERD","Downregulated"
-1.00165694374212,7.35736443018421,-3.04875373396661,0.00254093195591695,0.0153394520188337,-1.93992106926829,"CCDC114","Downregulated"
-1.22127698786431,7.95672845119942,-3.00006790028766,0.00296775182676667,0.0170651323941747,-2.078567988671,"ROPN1L","Downregulated"
-1.0035371445278,8.50726347501754,-2.99506678396977,0.00301513323425051,0.017268147284018,-2.09269265608776,"DNAH5","Downregulated"
-1.40982696349668,7.40144656483194,-2.98724682350065,0.00309061364986161,0.0175634596995841,-2.11473467023516,"ZBBX","Downregulated"
-1.08599861223839,6.42432824044107,-2.97091305014275,0.00325389224547894,0.0182294452929868,-2.16060149377885,"CXorf30","Downregulated"
-1.0412042312334,7.08604009848707,-2.93909239884748,0.00359489151031877,0.0194723290142267,-2.24928432010598,"ENKUR","Downregulated"
-1.39303537793803,8.18076768232575,-2.93592706247521,0.00363054152659579,0.019609723826372,-2.25805730702122,"PROM1","Downregulated"
-1.01388839478891,5.89546447463377,-2.92055361627198,0.00380833068094291,0.0203158325903413,-2.30054064797238,"DTHD1","Downregulated"
-1.04716187113794,7.30107409909625,-2.91795889123014,0.00383911114166279,0.0204134006324064,-2.30769044581755,"CXCL6","Downregulated"
-1.42307499715294,7.50751526092446,-2.91062051109935,0.00392739907356028,0.0207430495851937,-2.32787933461729,"ERICH3","Downregulated"
-1.16041183045018,6.68668997068474,-2.85876988517226,0.00460597791407946,0.023264841638988,-2.46917360073785,"TOX3","Downregulated"
-1.07290983110318,6.4338354575176,-2.85262510470095,0.00469310776178204,0.0235737224126395,-2.4857608295928,"PLEKHS1","Downregulated"
-1.10708487802052,6.66343218004552,-2.83668706111455,0.00492614085301374,0.0242877555990585,-2.52862823765286,"C1orf110","Downregulated"
-1.07917607402636,8.21987863049802,-2.79358413253859,0.00561003684731213,0.0264873386435207,-2.64343111421201,"LOC101928817","Downregulated"
-1.10559720527395,6.93669724311055,-2.79136157153488,0.00564753313678289,0.0266095575510287,-2.64930610088704,"CASC1","Downregulated"
-1.01872372695988,7.64922725971139,-2.77465337311307,0.00593677377278507,0.0275524105317084,-2.69333098110583,"ADH1C","Downregulated"
-1.00242330138321,7.96205777421701,-2.75794072197946,0.0062394618262529,0.0286012341269103,-2.7371191356773,"TEKT1","Downregulated"
-1.1566033442791,6.88177459088489,-2.72385261060982,0.00690055473998992,0.0306530911824849,-2.82566058225705,"C4orf22","Downregulated"
1.00035717422634,4.10757752235483,2.72207204614997,0.00693676560586599,0.0307583715236849,-2.83025698674346,"LUM","Upregulated"
-1.07843666647457,7.20543917357307,-2.71983059680644,0.00698259343697441,0.0308659687010999,-2.83603910958948,"SPAG17","Downregulated"
-1.2010955206303,8.23889262839583,-2.71968617981746,0.00698555549086517,0.0308729978039396,-2.83641149899638,"CAPSL","Downregulated"
-1.05677736925325,7.10655854137936,-2.70911272982849,0.0072055302402794,0.0315576079578552,-2.86362528128415,"DAW1","Downregulated"
-1.04178589692634,7.48734324110699,-2.70351674677301,0.00732446502383229,0.0319146371634513,-2.87798771596933,"MDH1B","Downregulated"
-1.25346460552943,8.60188625835761,-2.68168650688981,0.00780555783334873,0.0333503572786217,-2.93374869335745,"GSTA1","Downregulated"
-1.0651549235879,7.80275848676155,-2.68056194803849,0.00783109512952809,0.0334220213698196,-2.93660960574714,"LOC101927416","Downregulated"
-1.10555082960682,7.15590420313712,-2.62993932181602,0.00906160504876538,0.0369571343165333,-3.0642213872717,"CYP4X1","Downregulated"
-1.20123726480605,8.48999438598528,-2.62317116503402,0.00923865845937251,0.0374522511606029,-3.08110860058915,"C20orf85","Downregulated"
-1.11353784442124,8.76889020265449,-2.60690432801554,0.00967696030729813,0.0387616010474807,-3.12152758522225,"C9orf24","Downregulated"
-1.03323663112972,7.69085079175579,-2.56476420711,0.0109003554791532,0.0419865544382197,-3.22512772403096,"KIF21A","Downregulated"
-1.07175389227574,7.56828990889313,-2.54913314206661,0.011388187305938,0.0432005175519861,-3.26314926384514,"FAM216B","Downregulated"
-1.03472875784404,7.20749217073014,-2.512726842108,0.0126007418105889,0.0465834500931126,-3.35084982267945,"C4orf47","Downregulated"
-1.11054217459234,7.77200201079085,-2.48920901557918,0.0134439124921784,0.0485398008238981,-3.406865551488,"FAM81B","Downregulated"
-1.07071584206981,9.91304179293612,-2.48319869725006,0.013667288381375,0.0490598616513743,-3.42110081456555,"SCGB1A1","Downregulated"
